id	summary	status	owner	type	component	version
18291	"Form wizard does not respect a file field's ""upload_to"""	closed	nobody	Uncategorized	contrib.formtools	1.4
18285	bulk_create and ManyToMany relationships: the relationship is actually not made	closed	nobody	Cleanup/optimization	Documentation	1.4
18284	"""has_bulk_insert = False"" results in only saving one ManyToManyField"	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18283	FileField should not reuse FieldFiles	assigned	trg	Bug	"Database layer (models, ORM)"	1.4
18281	subtle meaning of wording again?	closed	nobody	Cleanup/optimization	Documentation	1.4
18279	Django ORM calculation of aggregate position is select queries	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18277	Startproject/app template documentation confusing	closed	quinode	Bug	Documentation	1.4
18271	Make TransactionTestCase flush tables after test run instead of before	closed	nobody	Cleanup/optimization	Testing framework	1.4
18270	Erroneous sample email template for password reset	closed	nobody	Bug	Documentation	1.4
18263	admin/edit_inline/tabular.html only handles hidden fields correctly in the header	closed	hvdklauw	Bug	contrib.admin	1.4
18262	{% url %} in sample template not working because of quotes	closed	nobody	Uncategorized	Documentation	1.4
18261	"Clarify the term ""project root directory"""	closed	susan	Cleanup/optimization	Documentation	1.4
18258	Too aggressive statements spliting in custom sql	closed	nobody	Bug	Core (Management commands)	1.4
18257	Possible minor typo	closed	nobody	Uncategorized	Documentation	1.4
18256	"MySQL error (1005, ""Can't create table '\\db_name\\.#sql-4a8_98' (errno: 150)"") in Django 1.4"	closed	nobody	Bug	Documentation	1.4
18255	Inconsistent data type for BigIntegerField after calling full_clean()	closed	adamduren	Bug	"Database layer (models, ORM)"	1.4
18252	Multi-table inheritance + ForeignKey to parent => corrupted save	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18249	strange error with django-admin.py startproject myproject.  Run with /bin/zsh	closed	Lucas Simon	Uncategorized	Testing framework	1.4
18248	Determining SQL statement for a proxy model breaks count	closed	akaariai	Bug	"Database layer (models, ORM)"	1.4
18241	Inline.js should use preventDefault instead of 'return false'	closed	nobody	Cleanup/optimization	contrib.admin	1.4
18240	admindocs tests fail when LANGUAGE_CODE isn't 'en-*'	closed	claudep	Bug	contrib.admindocs	1.4
18237	Custom error messages in ModelForm-s	closed	nobody	New feature	Forms	1.4
18236	keyword parameter naming collision with get_object_or_404	closed	nobody	Uncategorized	Core (Other)	1.4
18234	ValueError attempting to save a flatpage with no sites	closed	kmtracey	Bug	contrib.flatpages	1.4
18227	locale error on creating superuser	closed	bouchardsyl	New feature	Documentation	1.4
18226	tutorial documentation starting admin (part II)	closed	nobody	Cleanup/optimization	Documentation	1.4
18225	Staticfiles template tag does not fail silently	closed	moritzs	Bug	contrib.staticfiles	1.4
18222	Missing a step on part two of the 1.4 tutorial	closed	nobody	Cleanup/optimization	Documentation	1.4
18216	Problem run manage.py	closed	nobody	Uncategorized	"Database layer (models, ORM)"	1.4
18215	Don't assume POST data is always application/x-www-form-urlencoded	closed	nobody	New feature	HTTP handling	1.4
18212	GenericIPAddressField does not handle verbose_name and name args like other field types	closed	Claude Paroz <claude@¡­>	Bug	"Database layer (models, ORM)"	1.4
18210	"Regression and crash with any ""special"" prefix values passed to reverse()"	closed	nobody	Bug	Core (URLs)	1.4
18208	Escape translations by default	closed	nobody	Uncategorized	Internationalization	1.4
18206	Disable bytecode in manage.py by default to avoid project clutter.	closed	nobody	New feature	Uncategorized	1.4
18204	manage.py shell w/ IPython embed does not work well	closed	nobody	Bug	Core (Management commands)	1.4
18203	"after upgrade to Django 1.4 , ""startproject""  create  redundant settings.py&urls.py"	closed	nobody	Cleanup/optimization	Core (Management commands)	1.4
18202	inconsistent humanize naturaltime	closed	nobody	Bug	contrib.humanize	1.4
18201	smallint and tinyint fields + auto increment	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18200	prefetch_related works invalid!	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18199	A way to have Django apps specific test runners	closed	nobody	New feature	Testing framework	1.4
18196	loaddata doesn't handle ImportError exception	closed	nobody	Bug	Core (Management commands)	1.4
18193	show_urls is listing invalid urls	closed	nobody	Cleanup/optimization	Core (Management commands)	1.4
18192	If translation not exist: 'NoneType' object has no attribute '_info'	closed	claudep	Bug	Internationalization	1.4
18189	Missing a .all() in Tutorial 4	closed	nobody	Bug	Documentation	1.4
18188	How can I add myself to DevelopersForHire wiki page?	closed	nobody	Uncategorized	Uncategorized	1.4
18187	In adding options to custom commands the doc stop too early and therefor miss an important information	closed	nobody	Cleanup/optimization	Documentation	1.4
18184	relocate algorithm identification code to hashers module	closed	nobody	Cleanup/optimization	contrib.auth	1.4
18183	django-admin makemessages generates new locales (LC_MESSAGES/django.po) with PO template markers	closed	nobody	Bug	Core (Management commands)	1.4
18182	Raw password echoed on authentication if no hashing used	closed	Claude Paroz <claude@¡­>	Bug	contrib.auth	1.4
18179	Management can't load custom commands when separately packaged apps share a common base module	closed	nobody	Bug	Core (Management commands)	1.4
18178	URLField -- TLD part can not start/end with hyphen	closed	nobody	Bug	Forms	1.4
18175	SortedDict issue when copied with copy.copy	closed	nobody	Bug	Uncategorized	1.4
18174	Model inheritance pointers doesn't refer to parent to refer to grandparents	new	nobody	Bug	"Database layer (models, ORM)"	1.4
18171	TypeErrors pass silently inside of authentication backends `authenticate()`	closed	renatooliveira	Bug	contrib.auth	1.4
18170	[PATCH] Break-out password reset confirmation so that it is re-usable.	closed	nobody	New feature	contrib.auth	1.4
18169	NoReverseMatch silenced in template Variable	closed	regebro	Bug	Template system	1.4
18167	"""Writing your first Django app, part 1"" Not Noob Friendly"	closed	nobody	New feature	Documentation	1.4
18165	Ordering by related field creates duplicates in resultant querysets	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18164	startapp error: no such option	closed	nobody	Cleanup/optimization	Documentation	1.4
18163	Use a faster password hasher in test_sqlite.py	closed	nobody	Cleanup/optimization	contrib.auth	1.4
18161	Redirection after successful login is not working properly	closed	apollo13	Bug	contrib.admin	1.4
18159	Missing import statement inside example django.shortcuts.redirect	closed	nobody	Cleanup/optimization	Documentation	1.4
18158	Mix FormView with ListView functionality	closed	nobody	Uncategorized	Generic views	1.4
18157	Document that setting PASSWORD_HASHERS for tests can make them much faster	closed	nobody	New feature	Documentation	1.4
18156	Wrong signature for ModelAdmin.change_view in documentation	closed	nobody	Bug	Documentation	1.4
18155	"Undocumented changes, indecision, in template fail silently exception handling"	closed	nobody	Bug	Template system	1.4
18154	Too many open files.	closed	gabejackson	Bug	File uploads/storage	1.4
18153	Erorneous OneToOneField for instances that have pk unset	closed	aaugustin	Bug	"Database layer (models, ORM)"	1.4
18152	urlize filter does not work correctly in combination with linebreaksbr filter	closed	Vladimir.Filonov	Bug	Template system	1.4
18150	Uploading a file ending with a backslash fails	assigned	supersteve9219	Bug	File uploads/storage	1.4
18149	Form.prefix example gives wrong separator between prefix and field name	closed	nobody	Bug	Documentation	1.4
18148	django.contrib.sites.managers.CurrentSiteManager should be able to span multiple models	new	nobody	New feature	contrib.sites	1.4
18147	High traffic block	closed	nobody	Uncategorized	HTTP handling	1.4
18145	Documentation for unique_together is confusing	closed	raulcd	Cleanup/optimization	Documentation	1.4
18144	MD5PasswordHasher: broken backwards compatibility with empty salt	closed	nobody	Bug	contrib.auth	1.4
18143	Comments are not paginateable using Django's own paginator	closed	nobody	Uncategorized	contrib.comments	1.4
18142	sorting in change_list is not distincted	closed	nobody	Bug	contrib.admin	1.4
18141	Bad link	closed	nobody	Uncategorized	Uncategorized	1.4
18140	Missing instruction:  manage.py collectstatic	closed	nobody	Uncategorized	Documentation	1.4
18139	ArchiveIndexView and YearIndexView compute the queryset twice	closed	aaugustin	Bug	Generic views	1.4
18138	Django admin site not working	closed	nobody	Uncategorized	Uncategorized	1.4
18137	Omitted parentheses in raising PermissionDenied	closed	nobody	Bug	contrib.auth	1.4
18136	Documentation for PermWrapper is wrong	closed	nobody	Cleanup/optimization	Documentation	1.4
18135	Sleeping Database Connections on Startup with MySQL	closed	aaugustin	Bug	"Database layer (models, ORM)"	1.4
18134	BoundField.label_tag should include form.label_suffix	closed	gabejackson	Cleanup/optimization	Forms	1.4
18133	global settings for label_suffix	closed	nobody	New feature	Uncategorized	1.4
18132	Problem with: from django.conf.urls import patterns	closed	nobody	Uncategorized	Documentation	1.4
18131	ContentTypeManager.get_for_id not documented	closed	nobody	Bug	Documentation	1.4
18130	postgres_psycopg2 adapter should not use hard coded isolation levels	closed	nobody	New feature	"Database layer (models, ORM)"	1.4
18129	Capitalization of verbose_name bad design decision. Why waste computer power.	closed	nobody	Cleanup/optimization	Uncategorized	1.4
18128	Session key not being created in django.contrib.sessions middleware	closed	nobody	Bug	Uncategorized	1.4
18127	Make *all* DeprecationWarnings stacklevel=2 or greater	closed	aaugustin	Cleanup/optimization	Uncategorized	1.4
18126	Multithreaded Django runserver is not documented in 1.4 release notes	closed	nobody	Uncategorized	Documentation	1.4
18125	Using filters in if tag example is misleading	closed	nobody	Bug	Documentation	1.4
18124	manage.py has /usr/bin/python hardwired	closed	nobody	Bug	Uncategorized	1.4
18123	username field capped at 30 characters	closed	nobody	Bug	contrib.auth	1.4
18122	Title is unclear at https://docs.djangoproject.com/en/1.4/topics/auth/#limiting-access-to-generic-views	closed	nobody	Cleanup/optimization	Documentation	1.4
18120	add DomainNameField model Field type to validate and store Internet Domain Names	closed	nobody	Uncategorized	"Database layer (models, ORM)"	1.4
18118	django.contrib.auth.hashers.make_password doc isn't up to date	closed	nobody	Bug	Documentation	1.4
18117	Django 1.4 Trouble Creating Large Numbers of Tables with SQLite	closed	nobody	Bug	Uncategorized	1.4
18115	"Warn that repeated ""setup.py install"" without removal causes problems"	closed	nobody	Cleanup/optimization	Documentation	1.4
18114	makemessages does not care about context in trans templatetag	closed	nobody	Bug	Core (Management commands)	1.4
18111	Django autoreload doesn't work for forms.py or tests.py in my app (but does for models.py)	closed	nobody	Uncategorized	Uncategorized	1.4
18109	Page Stats Middleware break the admin site	closed	nobody	Uncategorized	Generic views	1.4
18107	Usage of deprecated import in GeoIP docs	closed	nobody	Cleanup/optimization	Documentation	1.4
18106	documents error on topic pagination	closed	nobody	Bug	Documentation	1.4
18105	Investigate possible misuse of Context	new	nobody	Cleanup/optimization	Template system	1.4
18104	python_markdown_deprecation incorrectly formed	closed	claudep	Bug	contrib.markup	1.4
18101	Username doesn't allow backslash	closed	nobody	Bug	contrib.auth	1.4
18100	Deleting model instances with deferred fields don't trigger deletion signals	assigned	charettes	Bug	"Database layer (models, ORM)"	1.4
18099	Typo in initial data docs	closed	nobody	Bug	Documentation	1.4
18097	__contains__ on an incompletely evaluated QuerySet can incorrectly return False	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18096	Overiding delete permissions in the Admin	new	nobody	Bug	contrib.admin	1.4
18095	Small missing information in the documentation about recipients()	closed	claudep	Bug	Documentation	1.4
18094	`pre_delete` and `post_delete` signals are not correctly sent in inheritance scenarios involving proxy models	closed	charettes	Bug	"Database layer (models, ORM)"	1.4
18092	Composite indexes	closed	nobody	New feature	"Database layer (models, ORM)"	1.4
18090	`prefetch_related` selects entire table when reverse traversing a `OneToOneField`	closed	nobody	Bug	"Database layer (models, ORM)"	1.4
18089	Django Tutorial -Part 3	closed	nobody	Uncategorized	Documentation	1.4
18088	"Add a ""supports_foreign_key"" database feature to ease testing"	new	nobody	Cleanup/optimization	Testing framework	1.4
18087	Performance issue in date-based generic views	closed	aaugustin	Bug	Generic views	1.4
18086	Restore '-pk' as the default order in admin changelist	closed	nobody	Cleanup/optimization	contrib.admin	1.4
18085	sqllite integer is signed but django recognize as unsigned	closed	nobody	Bug	Documentation	1.4
